-383.65895534,53.01884740,-18.02261474,-11.27995328,-5.12457417,8.03600112,-25.53280363,-6.49404381,-10.51736352,-2.76782453,-0.13916332,1.12560368,0.00000000
-332.54851288,21.42091428,-17.23290979,13.89364045,-18.61108744,-1.55738546,-0.99114737,-16.31728513,-3.87640213,-3.92077734,-19.13017768,12.11254755,0.00000000
-434.78459895,62.29227734,1.31081247,-7.59349464,2.34231262,3.89295801,-14.19331646,0.29576889,-11.29968456,4.51831408,-13.44726127,-6.32059014,1.00000000
-290.41385989,56.67268318,-14.30502303,17.13950036,5.69967460,0.80401426,-3.01558922,2.88276140,-2.75883627,6.38788401,-19.12968663,8.35878223,1.00000000
-438.81177745,90.04288355,5.91928456,-4.77515623,8.59090324,0.75274106,-9.71799303,2.79998708,-14.02852444,1.31823315,-12.83843193,-3.30232267,2.00000000
-336.26266527,43.86315035,-28.17863576,-7.59321942,-12.63475297,-2.89531812,-9.08313739,-10.80177592,-7.94350733,5.25003112,-11.47638877,7.05695147,2.00000000
-467.04555301,84.79323322,9.57900594,-10.91368198,3.25247307,8.08196250,-14.41693139,3.26321583,-9.51600741,-0.16011918,-9.72178286,-6.60055325,3.00000000
-307.45722660,33.05894279,-30.34932660,16.04654560,-6.90381131,-11.07634887,-10.07906373,-13.07649427,1.46989461,-11.69193893,-7.81771576,5.25272448,3.00000000
-541.97592794,80.63082771,23.80170320,11.84800027,15.82106032,16.30669784,-13.20178769,-9.12645409,-11.88360603,4.73436648,-10.14228067,8.12593338,4.00000000
-393.52209160,67.73690715,17.18856347,27.97646414,2.95257449,5.48777957,-3.17285543,-12.42258916,3.98489998,-7.13232980,-7.57541571,1.60979166,4.00000000
-483.13028296,91.24433171,8.80671529,-3.32303513,12.05319685,4.75965129,-6.10044584,0.51393960,-14.88302778,3.49233845,-9.43950439,2.56995718,5.00000000
-394.72291011,82.20325120,-13.42263508,8.02410346,-2.89807186,1.65334934,-15.96177672,-5.75851344,-10.71901462,-0.28843221,-10.23795027,-1.29952601,5.00000000
-527.15725596,67.10883450,13.89525181,12.43531695,10.96816487,6.86897432,-1.14398245,-2.54576012,-10.30909158,-2.52828738,-11.19375104,1.64427735,6.00000000
-387.88431195,69.14715240,-12.60250256,18.12354275,5.05412665,-5.64668534,-2.52958390,-12.73996191,3.69193466,9.79495166,-18.85831141,13.25653450,6.00000000
-444.66520738,65.96272882,-2.83238846,-19.73930735,-10.83615654,10.79677187,-9.97622198,-0.88133921,-12.86659644,3.28140487,-9.97406509,10.40183650,0.00000000
-312.65254951,43.18220872,-8.70348298,-6.56970626,-32.21567677,-1.52927086,-3.92246756,-22.49896536,-7.77601105,0.05712429,-19.08599398,13.71470356,0.00000000
-434.15346497,70.79982339,12.41652832,-21.08222705,-7.37858570,5.51195198,-12.43982902,0.22004131,-16.29108847,1.56483971,-21.28517457,-3.60487343,1.00000000
-286.89927927,49.88905726,-25.46761241,1.01367196,-8.21649493,-4.68035039,-4.04837034,-7.60503524,-11.90375969,5.69191879,-21.80148765,7.78251702,1.00000000
-428.87004692,94.58098527,8.67115251,-12.53723638,-0.68456905,2.52909269,-6.94853383,1.42343110,-15.39630897,2.88607498,-14.87842130,-2.65272735,2.00000000
-341.96251575,59.41857584,-19.95787538,-17.75829074,-20.53215673,-3.40069963,-5.70338138,-13.01114298,-8.52267999,5.83068463,-15.65305062,8.06889827,2.00000000
-451.48987450,94.57817933,19.41281334,-21.40617883,-1.47581220,6.22904233,-8.89371518,-1.11004658,-14.36654972,-0.14462423,-13.42047534,-3.25829369,3.00000000
-288.18041869,50.37822759,-29.35690123,10.40139734,-14.37784682,-9.93687181,-7.13310166,-20.40966439,4.03564162,-3.96436593,-10.08092326,13.24215577,3.00000000
-528.30362144,84.13401741,27.10423841,9.80757943,9.02876800,12.26714116,-8.37058771,-9.78100589,-13.11261874,5.47721670,-11.92652169,6.38051946,4.00000000
-400.80868347,87.13625610,14.13822197,23.80777626,-2.10864949,5.58623061,-3.29119122,-12.73433575,4.71599222,-8.60019919,-8.49492803,3.72854328,4.00000000
-459.89479135,89.83654635,18.00759302,-10.37041219,6.37623564,3.03272688,-6.13930883,3.65721734,-14.88565038,4.86240627,-7.83013497,4.58648896,5.00000000
-415.02282330,92.63659792,-4.89455264,1.06150123,-10.63454646,5.92775628,-4.44168786,-15.36651448,-1.58310857,1.30959229,-5.97840959,3.69303555,5.00000000
-527.59650335,87.10233457,12.71439719,2.60621153,13.95480678,11.55980190,-7.50140562,-4.51261157,-11.37801068,5.57975794,-7.89989592,2.68579757,6.00000000
-365.92856614,80.55045704,-13.38076285,19.92484523,-0.51682095,-7.63961115,4.43028433,-26.16768679,4.61799939,6.82694014,-19.11522158,17.97399464,6.00000000
-402.55492338,26.79556760,-5.67112029,0.20314801,-1.56000750,1.52522368,-19.84356565,-1.87894440,-13.76420317,-0.48225820,-13.18893354,8.25550193,0.00000000
-315.88580510,4.83634883,-4.39070692,12.64797452,-19.77642023,-11.45804845,-1.80078908,-19.22736618,-10.30910009,-2.44696768,-18.82441455,13.16877750,0.00000000
-443.92089644,39.49912148,10.76724237,6.13426816,7.71870577,0.84305925,-13.45902571,-1.79229770,-12.82587914,1.57659437,-18.26530530,-5.99261411,1.00000000
-321.48201331,29.02990891,-4.31563692,16.48526154,0.42246611,-6.85827981,-5.41419511,3.14112479,-10.01765176,6.31789993,-15.35091736,3.30253808,1.00000000
-419.57682711,60.55458564,12.24488300,11.07672843,7.99703948,-4.54111431,-12.64284316,2.55185968,-14.92877461,0.93901041,-14.45178977,-2.96039296,2.00000000
-361.10903429,26.06420534,1.41472034,-1.44790105,-12.77461087,-10.42701465,-8.21941972,-10.81018540,-10.86864875,4.88409060,-11.96151042,4.29842135,2.00000000
-462.41661484,62.21532546,21.72693949,3.92853889,2.72572320,1.32884960,-7.62178946,-1.31422418,-9.67523553,4.35600856,-13.57072935,-2.38800363,3.00000000
-331.24482355,13.92377104,-3.40976690,23.55572850,-3.67131908,-15.09499674,-9.73391724,-10.78367016,-3.95203815,-5.93673365,-8.91302181,11.07217820,3.00000000
-527.36788672,71.83305762,27.52109351,18.96437350,19.34226350,10.66471772,-16.23396604,-18.30755263,-13.45068641,6.00403045,-14.61022244,5.27729237,4.00000000
-400.35307845,48.58465312,36.57548815,36.60389855,1.00276451,4.16480023,-3.14961693,-9.09755962,-1.18565040,-7.09984378,-6.67203596,3.19043396,4.00000000
-461.02337911,61.92408993,24.69548054,10.59668802,17.01654232,7.14416249,-11.42300476,0.68505656,-13.47747157,-4.23883940,-9.73360108,1.36464387,5.00000000
-431.80304519,49.54755553,12.26575621,22.09676598,-3.72789330,-5.15894603,-7.29000157,-11.27917808,-11.84710457,-0.76504173,-10.38271515,8.32943368,5.00000000
